[2024-12-13 11:11:16] C:\xampp\htdocs\portal\portal_phpcsv\data_processing/../uploads/Consulta de Vagas de estágio.xlsx
[2024-12-13 11:11:16] Os dados da tabela portal_vagas_estagio foram substituídas com sucesso!
[2024-12-13 11:11:16] Total de linhas inseridas: 2700, Total de colunas: 15
[2024-12-13 11:11:16] Total de linhas que apresentaram erro: 1319
[2024-12-13 11:11:16] Erro na linha 22, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2076, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2075, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2074, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2073, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2072, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2071, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2070, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2069, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2068, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2067, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2066, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2065, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2064, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2063, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2062, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2061, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2060, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2059, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2058, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2051, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2045, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2044, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2043, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2042, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2041, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2040, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2039, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2027, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2026, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2025, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2024, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2023, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2018, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2017, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2012, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2011, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2010, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2009, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2008, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2003, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2002, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2001, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 2000, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 1999, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 1998, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 1997, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 1996, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 1995, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 1994, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 1993, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 1992, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:39] Erro na linha 1991, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1990, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1987, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1984, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1983, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1982, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1981, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1980, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1978, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1977, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1976, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1975, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1970, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1969, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1967, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1966, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1965, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1964, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1963, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1962, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1961, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1960, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1959, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1954, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1953, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1952, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1951, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1950, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1949, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1948, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1947, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1946, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1945, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1944, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1943, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1942, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1941, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1940, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1939, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1938, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1937, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1936, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1935, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1934, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1933, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1932, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1931, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1930, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1929, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1928, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1927, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1922, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1921, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1920, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1919, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1918, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1917, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1916, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1915, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1902, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1901, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1900, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1899, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1898, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1897, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1896, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1895, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1890, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1889, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1888, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1883, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1882, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1873, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1870, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1869, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1867, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1863, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1862, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1861, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1852, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1851, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1850, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1847, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1846, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:40] Erro na linha 1845, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1844, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1843, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1842, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1841, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1840, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1839, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1838, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1837, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1836, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1835, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1068, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1067, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1066, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1065, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1064, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1063, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1062, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1061, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1060, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1059, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1058, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1057, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1056, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1055, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1054, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1053, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1052, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1051, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1050, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1049, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1048, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1047, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1046, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1045, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1044, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1043, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1042, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1041, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1040, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1039, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1038, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1037, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1036, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1035, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1034, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1033, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1032, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1031, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1030, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1029, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1028, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1027, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1025, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1024, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1023, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1022, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1021, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1020, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1019, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1018, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1017, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1016, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1015, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1014, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1013, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1012, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1011, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1010, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1009, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1007, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1006, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1005, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1004, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1003, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1002, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 1001, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 999, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 996, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 994, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 993, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 991, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 988, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 986, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 985, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 981, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 979, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 977, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 975, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 974, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 972, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 969, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:41] Erro na linha 967, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 965, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 963, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 962, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 961, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 960, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 959, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 958, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 957, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 956, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 955, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 954, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 953, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 952, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 951, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 950, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 949, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 948, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 947, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 946, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 945, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 944, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 943, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 942, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 941, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 940, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 939, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 938, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 937, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 936, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 935, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 934, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 933, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 932, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 931, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 930, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 929, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 928, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 927, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 926, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 925, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 924, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 923, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 922, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 921, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 920, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 919, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 918, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 917, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 916, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 915, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 914, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 913, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 912, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 911, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 910, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 909, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 908, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 907, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 906, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 905, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 904, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 903, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 902, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 901, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 900, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 899, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 898, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 897, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 896, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 895, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 894, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 893, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 892, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 891, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 890, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 889, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 888, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 887, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 886, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 885, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 884, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 883, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 882, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 881, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 880, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 879, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:42] Erro na linha 878, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 877, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 876, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 875, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 874, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 873, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 872, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 871, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 870, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 869, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 868, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 867, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 866, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 865, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 864, coluna G: Célula vazia, sem informação.
[2024-11-26 17:38:43] Erro na linha 863, coluna G: Célula vazia, sem informação.
